"","google_dir","data_file","curator_PersonName","curator_organization","curator_email","modification_date","bibliographical_reference","network","site_code","lat","long","elevation","map","mat","land_cover","eco_region","align_1","loc_comments","time_series","gradient","experiments","merge_align","key_version","L1","L1_level","L2","observation_date","veg_note_profile","lyr_c_tot","lyr_soc","lyr_n_tot","lyr_c_to_n","layer_top","layer_bot","layer_mid","hzn","bd_samp","ph_cacl","ph_h2o","sand","silt","clay","coarse_frac","caco3","Ca","Mg","K","Na","base_sum","ecec","bs","p_ex_1","soil_taxon","soil_series","layer_thick_calc","lyr_soc_stock_calc","lyr_n_stock_calc","control_sample","lyr_soc_stock_calc_sum","socfrac","socfrac_cumsum","bgb","bgb_lowerdiam","bgb_upperdiam","bgb_type","bgb_c","bgb_n","bgb_cn","bgb_c_stock","bgb_c_stock_sum","rootfrac","rootfrac_cumsum"
"263","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","SRER",31.91068,-110.83549,996,346.16,19.3,"shrubland","shrubland","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D14_SRER_PIT1","Plot","D14_SRER_PIT1_BK2","2013-11-04","Larrea tridentata, Prosopis velutina, Zinnia acerosa",3.13,0.1,0.08,1.25,79,132,105.5,"Bk2",0.9541,7.8,8.5,77.5,15.8,6.7,37.5,25,99873,402,19929,11453,51.9,NA,100,0.359,"Typic Torrifluvents","Anthony",53,505.673,404.5384,"TRUE",4846.742,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","SRER",31.91068,-110.83549,996,346.16,19.3,"shrubland","shrubland","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D14_SRER_PIT1","Plot","D14_SRER_PIT1_2BK","2013-11-04","Larrea tridentata, Prosopis velutina, Zinnia acerosa",1.83,0,0.04,0,132,203,167.5,"2Bk",1.5521,7.9,8.4,59.2,27.3,13.5,26,15,63345,591,24572,11652,56.5,NA,100,0.242,"Typic Torrifluvents","Anthony",71,0,440.7964,"TRUE",4846.742,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","ABBY",45.762378,-122.329672,367.6,2450.59,10,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_ABBY_PIT1","Plot","16_ABBY_PIT1_OI","2015-06-01","Gaultheria shallon, Pseudotsuga menziesii, Corylus cornuta",13.76,13.8,0.59,23.3898305084746,0,3,1.5,"Oi",0.1602,4.7,5.5,27.2,36.4,36.4,21,NA,6350,1411,3241,5325,7.2,10,20,0.819,"Andic Humudepts","Kinney",3,663.228,28.3554,"TRUE",28660.27,0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","ABBY",45.762378,-122.329672,367.6,2450.59,10,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_ABBY_PIT1","Plot","16_ABBY_PIT1_A","2015-06-01","Gaultheria shallon, Pseudotsuga menziesii, Corylus cornuta",12.75,12.8,0.58,22.0689655172414,3,19,11,"A",0.3933,4.7,5.5,26.8,35.8,37.4,18.1,NA,5789,1307,3181,5215,6.8,9.1,18,0.748,"Andic Humudepts","Kinney",16,8054.784,364.9824,"TRUE",28660.27,0.28,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","ABBY",45.762378,-122.329672,367.6,2450.59,10,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_ABBY_PIT1","Plot","16_ABBY_PIT1_AB","2015-06-01","Gaultheria shallon, Pseudotsuga menziesii, Corylus cornuta",2.2,2.2,0.139999999999999,15.7142857142858,19,44,31.5,"AB",0.8475,4.7,5.3,24.8,40.3,34.9,22.3,NA,5362,1019,3450,5770,0.6,2.9,3,0.675,"Andic Humudepts","Kinney",25,4661.25,296.624999999998,"TRUE",28660.27,0.16,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","ABBY",45.762378,-122.329672,367.6,2450.59,10,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_ABBY_PIT1","Plot","16_ABBY_PIT1_BW1","2015-06-01","Gaultheria shallon, Pseudotsuga menziesii, Corylus cornuta",4.88,4.9,0.29,16.8965517241379,44,74,59,"Bw1",0.8913,4.6,5.2,20.1,37.1,42.8,26.4,NA,2758,526,2927,3594,0.2,3.1,1,0.609,"Andic Humudepts","Kinney",30,13102.11,775.431,"TRUE",28660.27,0.46,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","ABBY",45.762378,-122.329672,367.6,2450.59,10,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_ABBY_PIT1","Plot","16_ABBY_PIT1_2BW2","2015-06-01","Gaultheria shallon, Pseudotsuga menziesii, Corylus cornuta",0.34,0.3,0.06,5,74,103,88.5,"2Bw2",1.126,4.1,5.1,15.1,40.9,44,17.2,NA,260,658,2330,489,0.7,11.6,4,0.358,"Andic Humudepts","Kinney",29,979.62,195.924,"TRUE",28660.27,0.03,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","ABBY",45.762378,-122.329672,367.6,2450.59,10,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_ABBY_PIT1","Plot","16_ABBY_PIT1_2BC","2015-06-01","Gaultheria shallon, Pseudotsuga menziesii, Corylus cornuta",0.21,0.2,0.05,4,103,131,117,"2BC",0.9698,4.1,5.2,21.1,43.1,35.8,33.3,NA,340,762,2853,452,0.6,11.3,3,0.364,"Andic Humudepts","Kinney",28,543.088,135.772,"TRUE",28660.27,0.02,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","ABBY",45.762378,-122.329672,367.6,2450.59,10,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_ABBY_PIT1","Plot","16_ABBY_PIT1_2C","2015-06-01","Gaultheria shallon, Pseudotsuga menziesii, Corylus cornuta",0.11,0.1,0.05,2,131,200,165.5,"2C",0.951,4.2,5.4,30.5,40.1,29.4,15.6,NA,584,969,3228,446,0.9,12.7,5,0.439,"Andic Humudepts","Kinney",69,656.19,328.095,"TRUE",28660.27,0.02,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","WREF",45.81637,-121.95838,383,2225.01,9.2,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_WREF_PIT1","Plot","16_WREF_PIT1_OI","2017-09-26","Pseudotsuga menziesii, Tsuga heterophylla, Gaultheria shallon",55.51,55.5,1.22,45.4918032786885,0,3,1.5,"Oi",0.065,3.5,4.1,NA,NA,NA,0,NA,4832,717,1825,853,22.4,23.8,28,0.949,"Typic Hapludands","No series matches description",3,1082.25,23.79,"TRUE",16784.476,0.06,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","WREF",45.81637,-121.95838,383,2225.01,9.2,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_WREF_PIT1","Plot","16_WREF_PIT1_OA","2017-09-26","Pseudotsuga menziesii, Tsuga heterophylla, Gaultheria shallon",51.85,51.9,1.42,36.5492957746479,3,9,6,"Oa",0.1044,3.1,3.8,NA,NA,NA,0,NA,4720,261,2209,2381,14.3,20.5,14,1.001,"Typic Hapludands","No series matches description",6,3251.016,88.9488,"TRUE",16784.476,0.19,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","WREF",45.81637,-121.95838,383,2225.01,9.2,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_WREF_PIT1","Plot","16_WREF_PIT1_AC","2017-09-26","Pseudotsuga menziesii, Tsuga heterophylla, Gaultheria shallon",1.54,1.5,0.1,15,9,50,29.5,"Ac",0.7998,4.8,5.4,49.5,36.9,13.6,7.2,NA,14799,543,9236,19342,0.2,1.2,1,0.874,"Typic Hapludands","No series matches description",41,4918.77,327.918,"TRUE",16784.476,0.29,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","WREF",45.81637,-121.95838,383,2225.01,9.2,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_WREF_PIT1","Plot","16_WREF_PIT1_BW","2017-09-26","Pseudotsuga menziesii, Tsuga heterophylla, Gaultheria shallon",1.23,1.2,0.1,12,50,80,65,"Bw",0.752,4.9,5.5,45.7,41.2,13.1,6.7,NA,13345,494,8834,18135,0.2,1.3,2,0.656,"Typic Hapludands","No series matches description",30,2707.2,225.6,"TRUE",16784.476,0.16,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","WREF",45.81637,-121.95838,383,2225.01,9.2,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_WREF_PIT1","Plot","16_WREF_PIT1_BC","2017-09-26","Pseudotsuga menziesii, Tsuga heterophylla, Gaultheria shallon",0.54,0.5,0.08,6.25,80,94,87,"BC",0.9868,5.5,5.8,54.8,35.6,9.6,0.6,NA,16630,485,9019,21164,0.1,NA,1,0.561,"Typic Hapludands","No series matches description",14,690.76,110.5216,"TRUE",16784.476,0.04,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","WREF",45.81637,-121.95838,383,2225.01,9.2,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_WREF_PIT1","Plot","16_WREF_PIT1_2C1","2017-09-26","Pseudotsuga menziesii, Tsuga heterophylla, Gaultheria shallon",0.44,0.4,0.06,6.66666666666667,94,136,115,"2C1",0.9231,5.9,5.7,78.1,16,5.9,0.3,NA,20917,462,5076,27869,0.1,NA,1,0.545,"Typic Hapludands","No series matches description",42,1550.808,232.6212,"TRUE",16784.476,0.09,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","WREF",45.81637,-121.95838,383,2225.01,9.2,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_WREF_PIT1","Plot","16_WREF_PIT1_2C2","2017-09-26","Pseudotsuga menziesii, Tsuga heterophylla, Gaultheria shallon",0.3,0.3,0.04,7.5,136,162,149,"2C2",0.9032,5.9,5.7,88.8,9.2,2,0.4,NA,28893,388,3157,33215,0,NA,0,0.583,"Typic Hapludands","No series matches description",26,704.496,93.9328,"TRUE",16784.476,0.04,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","WREF",45.81637,-121.95838,383,2225.01,9.2,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_WREF_PIT1","Plot","16_WREF_PIT1_3AB","2017-09-26","Pseudotsuga menziesii, Tsuga heterophylla, Gaultheria shallon",0.47,0.5,0.05,10,162,178,170,"3AB",1.0425,5.9,5.7,86.6,12.1,1.3,0.3,NA,28790,426,6645,30605,0,NA,0,0.4,"Typic Hapludands","No series matches description",16,834,83.4,"TRUE",16784.476,0.05,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","WREF",45.81637,-121.95838,383,2225.01,9.2,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D16_WREF_PIT1","Plot","16_WREF_PIT1_3CG","2017-09-26","Pseudotsuga menziesii, Tsuga heterophylla, Gaultheria shallon",0.6,0.6,0.06,10,178,200,189,"3Cg",0.7918,5.8,5.7,64.5,30,5.5,0.6,NA,16924,362,7283,24686,0,NA,0,0.56,"Typic Hapludands","No series matches description",22,1045.176,104.5176,"TRUE",16784.476,0.06,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","SJER",37.107117,-119.733,374,539.62,16.4,"rangeland/grassland","savanna","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D17_SJER_PIT1","Plot","D17_SJER_PIT1_A1","2016-11-15","Quercus douglasii, Erodium botrys, Bromus diandrus",1.24,1.2,0.11,10.9090909090909,0,8,4,"A1",1.4125,5.2,5.4,78.8,16.2,5,4.4,NA,12396,268,11458,23442,5.2,NA,100,0.338,"Psammentic Haploxerolls","No series matches description",8,1356,124.3,"TRUE",5394.431,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","SJER",37.107117,-119.733,374,539.62,16.4,"rangeland/grassland","savanna","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D17_SJER_PIT1","Plot","D17_SJER_PIT1_A2","2016-11-15","Quercus douglasii, Erodium botrys, Bromus diandrus",0.38,0.4,0.03,13.3333333333333,8,34,21,"A2",1.4523,5.1,5.8,79.1,15.3,5.6,4.9,NA,15842,289,13047,26531,3,NA,86,0.307,"Psammentic Haploxerolls","No series matches description",26,1510.392,113.2794,"TRUE",5394.431,0.28,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","SJER",37.107117,-119.733,374,539.62,16.4,"rangeland/grassland","savanna","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D17_SJER_PIT1","Plot","D17_SJER_PIT1_BA","2016-11-15","Quercus douglasii, Erodium botrys, Bromus diandrus",0.229999999999999,0.2,0.01,20,34,57,45.5,"BA",1.5478,5.2,6,77.4,15.8,6.8,4.5,NA,14443,256,12938,26048,2.8,NA,100,0.289,"Psammentic Haploxerolls","No series matches description",23,711.988,35.5994,"TRUE",5394.431,0.13,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","SJER",37.107117,-119.733,374,539.62,16.4,"rangeland/grassland","savanna","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D17_SJER_PIT1","Plot","D17_SJER_PIT1_BW","2016-11-15","Quercus douglasii, Erodium botrys, Bromus diandrus",0.139999999999999,0.1,0.01,10,57,81,69,"Bw",1.5518,5.2,5.9,78.6,14.2,7.2,6.2,NA,14616,261,13946,28797,2.2,NA,100,0.256,"Psammentic Haploxerolls","No series matches description",24,372.432,37.2432,"TRUE",5394.431,0.07,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","SJER",37.107117,-119.733,374,539.62,16.4,"rangeland/grassland","savanna","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D17_SJER_PIT1","Plot","D17_SJER_PIT1_C","2016-11-15","Quercus douglasii, Erodium botrys, Bromus diandrus",0.08,0.1,0,NA,81,129,105,"C",1.6782,5.4,6.1,86.8,7.1,6.1,7.3,NA,15600,189,10632,30151,2.8,NA,100,0.159,"Psammentic Haploxerolls","No series matches description",48,805.536,0,"TRUE",5394.431,0.15,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","SJER",37.107117,-119.733,374,539.62,16.4,"rangeland/grassland","savanna","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D17_SJER_PIT1","Plot","D17_SJER_PIT1_CR","2016-11-15","Quercus douglasii, Erodium botrys, Bromus diandrus",0.05,0.1,0,NA,129,170,149.5,"Cr",1.5563,5.2,6,92,4.4,3.6,7,NA,17048,173,12237,31897,2.5,NA,100,0.179,"Psammentic Haploxerolls","No series matches description",41,638.083,0,"TRUE",5394.431,0.12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","SOAP",37.03269,-119.2621,1204,900.35,13.4,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D17_SOAP_PIT1","Plot","17_SOAP_PIT1_OI/OE","2016-08-15","Arctostaphylos viscida, Calocedrus decurrens, Quercus kelloggii",46.06,46.1,1.34,34.4029850746269,0,4,2,"Oi",0.0753,4.6,5,NA,NA,NA,0,NA,9990,474,4380,1471,45.9,46.1,66,0.841,"Ultic Haploxeralfs","Holland",4,1388.532,40.3608,"TRUE",19322.062,0.07,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","SOAP",37.03269,-119.2621,1204,900.35,13.4,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D17_SOAP_PIT1","Plot","17_SOAP_PIT1_A1","2016-08-15","Arctostaphylos viscida, Calocedrus decurrens, Quercus kelloggii",7.08,7.1,0.27,26.2962962962963,4,18,11,"A1",0.7281,5.1,6,56.5,30.1,13.4,4.4,NA,10215,1012,18461,7635,15.4,15.6,57,0.949,"Ultic Haploxeralfs","Holland",14,7237.314,275.2218,"TRUE",19322.062,0.37,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","SOAP",37.03269,-119.2621,1204,900.35,13.4,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D17_SOAP_PIT1","Plot","17_SOAP_PIT1_A2","2016-08-15","Arctostaphylos viscida, Calocedrus decurrens, Quercus kelloggii",2.04,2,0.1,20,18,32,25,"A2",1.0902,5,5.9,60.6,27.5,11.9,5.7,NA,10000,989,18946,9377,4.7,5.5,38,0.934,"Ultic Haploxeralfs","Holland",14,3052.56,152.628,"TRUE",19322.062,0.16,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","SOAP",37.03269,-119.2621,1204,900.35,13.4,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D17_SOAP_PIT1","Plot","17_SOAP_PIT1_BT1","2016-08-15","Arctostaphylos viscida, Calocedrus decurrens, Quercus kelloggii",1.42,1.4,0.0699999999999999,20,32,52,42,"AB",1.0146,5.1,6,59.7,28.3,12,4.7,NA,9014,938,18764,8982,3.8,4.6,38,0.843,"Ultic Haploxeralfs","Holland",20,2840.88,142.044,"TRUE",19322.062,0.15,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","SOAP",37.03269,-119.2621,1204,900.35,13.4,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D17_SOAP_PIT1","Plot","17_SOAP_PIT1_BT2","2016-08-15","Arctostaphylos viscida, Calocedrus decurrens, Quercus kelloggii",0.51,0.5,0.05,10,52,91,71.5,"Bt1",1.1897,4.8,5.8,55.1,27.4,17.5,6.5,NA,9565,883,19657,8625,3.5,4.3,38,0.645,"Ultic Haploxeralfs","Holland",39,2319.915,231.9915,"TRUE",19322.062,0.12,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","NEON_megapitSOIL_all","megapit_soils_all","Samantha Weintraub","NEON - Battelle","sweintraub@battelleecology.org","2019-09-01","National Ecological Observatory Network. Provisional data downloaded from http://data.neonscience.org on 2019-09-12. Battelle, Boulder, CO, USA","NEON","SOAP",37.03269,-119.2621,1204,900.35,13.4,"forest","temperate coniferous forest","can align with megapit_root data by siteID, however depths are not identical","soil information collected by horizon","NO","NO","NO","YES","2","D17_SOAP_PIT1","Plot","17_SOAP_PIT1_BT3","2016-08-15","Arctostaphylos viscida, Calocedrus decurrens, Quercus kelloggii",0.24,0.2,0.02,10,91,136,113.5,"Bt2",1.3528,4.9,5.8,48.3,27.9,23.8,5,NA,9018,810,20557,8376,4.6,5.1,52,0.43,"Ultic Haploxeralfs","Holland",45,1217.52,121.752,"TRUE",19322.062,0.06,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
